"edge_id","country","mechanism_id","mechanism_name","source_actor_id","source_actor_name","target_actor_id","target_actor_name","relationship_type","process_stage","domestic_source_id","citation","legal_text_excerpt","legal_anchor_type","anchor_strength","mandatory_or_discretionary","timeline_defined","remedy_available","territorial_level","edge_confidence","edge_derivation_method","manual_review_required","notes"
"MEXV2-EDGE-0915","Mexico","MEX-MECH-001","vote","MEX-ACT-001","Instituto Nacional Electoral (INE)","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0916","Mexico","MEX-MECH-001","vote","MEX-ACT-001","Instituto Nacional Electoral (INE)","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0917","Mexico","MEX-MECH-001","vote","MEX-ACT-001","Instituto Nacional Electoral (INE)","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0918","Mexico","MEX-MECH-001","vote","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","MEX-ACT-001","Instituto Nacional Electoral (INE)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0919","Mexico","MEX-MECH-001","vote","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0920","Mexico","MEX-MECH-001","vote","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0921","Mexico","MEX-MECH-001","vote","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0922","Mexico","MEX-MECH-001","vote","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-001","Instituto Nacional Electoral (INE)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0923","Mexico","MEX-MECH-001","vote","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0924","Mexico","MEX-MECH-001","vote","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0925","Mexico","MEX-MECH-001","vote","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-001","Instituto Nacional Electoral (INE)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0926","Mexico","MEX-MECH-001","vote","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0927","Mexico","MEX-MECH-001","vote","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0928","Mexico","MEX-MECH-001","vote","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-001","Instituto Nacional Electoral (INE)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0929","Mexico","MEX-MECH-001","vote","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0930","Mexico","MEX-MECH-001","vote","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0931","Mexico","MEX-MECH-001","vote","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9",", y el artículo 71, todos de la Ley General de Partidos Políticos, para quedar como sigue:] ……… [Transitorios] [Primero. El presente Decreto entrará en vigor el día siguiente al de su publicación en e","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0934","Mexico","MEX-MECH-","","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9 Num. 205","205. Asimismo, si con posterioridad a la conclusión de dicho proceso electoral el Congreso de la Unión decide en ejercicio de sus facultades legislar nuevamente sobre la materia del decreto invalidado","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0935","Mexico","MEX-MECH-","","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9 Num. 205","205. Asimismo, si con posterioridad a la conclusión de dicho proceso electoral el Congreso de la Unión decide en ejercicio de sus facultades legislar nuevamente sobre la materia del decreto invalidado","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0936","Mexico","MEX-MECH-","","MEX-ACT-001","Instituto Nacional Electoral (INE)","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9 Num. 207","207. Notificaciones. Por último, esta resolución deberá ser notificada, además de a las partes, al Instituto Nacional Electoral, al Tribunal Electoral del Poder Judicial de la Federación y a la Fiscal","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0937","Mexico","MEX-MECH-","","MEX-ACT-001","Instituto Nacional Electoral (INE)","MEX-ACT-008","Fiscalía General de la República (FGR)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9 Num. 207","207. Notificaciones. Por último, esta resolución deberá ser notificada, además de a las partes, al Instituto Nacional Electoral, al Tribunal Electoral del Poder Judicial de la Federación y a la Fiscal","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0938","Mexico","MEX-MECH-","","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","MEX-ACT-001","Instituto Nacional Electoral (INE)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9 Num. 207","207. Notificaciones. Por último, esta resolución deberá ser notificada, además de a las partes, al Instituto Nacional Electoral, al Tribunal Electoral del Poder Judicial de la Federación y a la Fiscal","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0939","Mexico","MEX-MECH-","","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","MEX-ACT-008","Fiscalía General de la República (FGR)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9 Num. 207","207. Notificaciones. Por último, esta resolución deberá ser notificada, además de a las partes, al Instituto Nacional Electoral, al Tribunal Electoral del Poder Judicial de la Federación y a la Fiscal","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0940","Mexico","MEX-MECH-","","MEX-ACT-008","Fiscalía General de la República (FGR)","MEX-ACT-001","Instituto Nacional Electoral (INE)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9 Num. 207","207. Notificaciones. Por último, esta resolución deberá ser notificada, además de a las partes, al Instituto Nacional Electoral, al Tribunal Electoral del Poder Judicial de la Federación y a la Fiscal","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0941","Mexico","MEX-MECH-","","MEX-ACT-008","Fiscalía General de la República (FGR)","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","coordinates_with","internal_governance","MEX-LGPP","MEX-LGPP 9 Num. 207","207. Notificaciones. Por último, esta resolución deberá ser notificada, además de a las partes, al Instituto Nacional Electoral, al Tribunal Electoral del Poder Judicial de la Federación y a la Fiscal","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0942","Mexico","MEX-MECH-008","electoral_remedies","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 3","Para efectos de esta Ley se entenderá por: I. Auditoría Superior: La Auditoría Superior de la Federación; II. Autoridad investigadora: La autoridad en las Secretarías, los Órganos internos de control,","statutory","4","mandatory","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0943","Mexico","MEX-MECH-008","electoral_remedies","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 3","Para efectos de esta Ley se entenderá por: I. Auditoría Superior: La Auditoría Superior de la Federación; II. Autoridad investigadora: La autoridad en las Secretarías, los Órganos internos de control,","statutory","4","mandatory","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0944","Mexico","MEX-MECH-011","transparency_and_accountability","MEX-ACT-008","Fiscalía General de la República (FGR)","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 11","La Auditoría Superior y las Entidades de fiscalización superior de las entidades federativas serán competentes para investigar y substanciar el procedimiento por las faltas administrativas graves. En ","statutory","4","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0945","Mexico","MEX-MECH-011","transparency_and_accountability","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-008","Fiscalía General de la República (FGR)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 11","La Auditoría Superior y las Entidades de fiscalización superior de las entidades federativas serán competentes para investigar y substanciar el procedimiento por las faltas administrativas graves. En ","statutory","4","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0946","Mexico","MEX-MECH-","","MEX-ACT-008","Fiscalía General de la República (FGR)","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 37","En los casos en que la declaración de situación patrimonial del Declarante refleje un incremento en su patrimonio que no sea explicable o justificable en virtud de su remuneración como Persona Servido","statutory","3","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0947","Mexico","MEX-MECH-","","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-008","Fiscalía General de la República (FGR)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 37","En los casos en que la declaración de situación patrimonial del Declarante refleje un incremento en su patrimonio que no sea explicable o justificable en virtud de su remuneración como Persona Servido","statutory","3","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0948","Mexico","MEX-MECH-012","administrative_responsibility","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 49","Incurrirá en Falta administrativa no grave la Persona Servidora Pública cuyos actos u omisiones incumplan o transgredan lo contenido en las obligaciones siguientes:  I. Cumplir con las funciones, atri","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0949","Mexico","MEX-MECH-012","administrative_responsibility","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 49","Incurrirá en Falta administrativa no grave la Persona Servidora Pública cuyos actos u omisiones incumplan o transgredan lo contenido en las obligaciones siguientes:  I. Cumplir con las funciones, atri","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0950","Mexico","MEX-MECH-003","political_parties","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-006","Partidos Políticos Nacionales","publishes_information","transparency","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","high","explicit_textual_relation","false",""
"MEXV2-EDGE-0951","Mexico","MEX-MECH-003","political_parties","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-006","Partidos Políticos Nacionales","publishes_information","transparency","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","high","explicit_textual_relation","false",""
"MEXV2-EDGE-0952","Mexico","MEX-MECH-003","political_parties","MEX-ACT-008","Fiscalía General de la República (FGR)","MEX-ACT-006","Partidos Políticos Nacionales","publishes_information","transparency","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","high","explicit_textual_relation","false",""
"MEXV2-EDGE-0953","Mexico","MEX-MECH-003","political_parties","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-006","Partidos Políticos Nacionales","publishes_information","transparency","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","high","explicit_textual_relation","false",""
"MEXV2-EDGE-0954","Mexico","MEX-MECH-003","political_parties","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0955","Mexico","MEX-MECH-003","political_parties","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-008","Fiscalía General de la República (FGR)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0956","Mexico","MEX-MECH-003","political_parties","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0957","Mexico","MEX-MECH-003","political_parties","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0958","Mexico","MEX-MECH-003","political_parties","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-008","Fiscalía General de la República (FGR)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0959","Mexico","MEX-MECH-003","political_parties","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0960","Mexico","MEX-MECH-003","political_parties","MEX-ACT-008","Fiscalía General de la República (FGR)","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0961","Mexico","MEX-MECH-003","political_parties","MEX-ACT-008","Fiscalía General de la República (FGR)","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0962","Mexico","MEX-MECH-003","political_parties","MEX-ACT-008","Fiscalía General de la República (FGR)","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0963","Mexico","MEX-MECH-003","political_parties","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0964","Mexico","MEX-MECH-003","political_parties","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0965","Mexico","MEX-MECH-003","political_parties","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","MEX-ACT-008","Fiscalía General de la República (FGR)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52",", un párrafo segundo al artículo 54, y un artículo 80 Bis a la Ley General de Responsabilidades Administrativas, para quedar como sigue: …….. #### Transitorios Primero.- El presente Decreto entrará en","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0966","Mexico","MEX-MECH-","","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52 Num. 257","257. Por lo antes expuesto, este Pleno de la Suprema Corte de Justicia de la Nación resuelve: PRIMERO. Es procedente y fundada la presente acción de inconstitucionalidad y sus acumuladas. SEGUNDO. Se ","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0967","Mexico","MEX-MECH-","","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 52 Num. 257","257. Por lo antes expuesto, este Pleno de la Suprema Corte de Justicia de la Nación resuelve: PRIMERO. Es procedente y fundada la presente acción de inconstitucionalidad y sus acumuladas. SEGUNDO. Se ","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0968","Mexico","MEX-MECH-001","vote","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-006","Partidos Políticos Nacionales","validates_signatures","voting_or_participation","MEX-LGRA","MEX-LGRA 5",", respecto del apartado V, relativo al estudio de fondo, en su tema 2, denominado “Consulta previa a los pueblos y comunidades indígenas”, consistente en declarar infundado el concepto de invalidez re","statutory","4","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"MEXV2-EDGE-0969","Mexico","MEX-MECH-001","vote","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-006","Partidos Políticos Nacionales","validates_signatures","voting_or_participation","MEX-LGRA","MEX-LGRA 5",", respecto del apartado V, relativo al estudio de fondo, en su tema 2, denominado “Consulta previa a los pueblos y comunidades indígenas”, consistente en declarar infundado el concepto de invalidez re","statutory","4","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"MEXV2-EDGE-0970","Mexico","MEX-MECH-001","vote","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 5",", respecto del apartado V, relativo al estudio de fondo, en su tema 2, denominado “Consulta previa a los pueblos y comunidades indígenas”, consistente en declarar infundado el concepto de invalidez re","statutory","4","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"MEXV2-EDGE-0971","Mexico","MEX-MECH-001","vote","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","coordinates_with","internal_governance","MEX-LGRA","MEX-LGRA 5",", respecto del apartado V, relativo al estudio de fondo, en su tema 2, denominado “Consulta previa a los pueblos y comunidades indígenas”, consistente en declarar infundado el concepto de invalidez re","statutory","4","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
