"edge_id","country","source_actor_id","source_actor_name","source_role","target_actor_id","target_actor_name","target_role","mechanism_id","mechanism_name","mechanism_category","relationship_type","process_stage","edge_confidence","legal_anchor_type","anchor_strength","anchor_category","derivation_method","manual_review_required","notes"
"MEX-EDGE-0268","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-007","recall","participation","supervises","registration","low","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0269","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-007","recall","participation","oversees","registration","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0270","Mexico","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-007","recall","participation","coordinates_with","registration","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0271","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-007","recall","participation","reviews","results_certification","medium","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0272","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0273","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-007","recall","participation","coordinates_with","registration","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0274","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-007","recall","participation","coordinates_with","registration","medium","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0275","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0276","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-007","recall","participation","coordinates_with","results_certification","medium","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0277","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0278","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-007","recall","participation","coordinates_with","registration","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0279","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-007","recall","participation","coordinates_with","registration","medium","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0280","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0281","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-007","recall","participation","coordinates_with","results_certification","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0282","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-007","recall","participation","coordinates_with","results_certification","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0283","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-007","recall","participation","reviews","registration","medium","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0284","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-007","recall","participation","coordinates_with","results_certification","medium","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0285","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0286","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0287","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-007","recall","participation","oversees","registration","low","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0288","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","low","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0289","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0290","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-007","recall","participation","mandates","registration","low","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0291","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","low","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0292","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-007","recall","participation","coordinates_with","electoral_dispute_resolution","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0293","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-007","recall","participation","oversees","registration","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0294","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-008","electoral_remedies","remedy","reviews","electoral_dispute_resolution","medium","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0295","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-008","electoral_remedies","remedy","oversees","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0296","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-008","electoral_remedies","remedy","administers","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0297","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-008","electoral_remedies","remedy","mandates","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0298","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-008","electoral_remedies","remedy","regulates","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0299","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-008","electoral_remedies","remedy","refers_to","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0300","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-008","electoral_remedies","remedy","reports_to","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0301","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-008","electoral_remedies","remedy","oversees","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0302","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-008","electoral_remedies","remedy","supervises","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0303","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0304","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0305","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0306","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-008","electoral_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0307","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-008","electoral_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0308","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0309","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-008","electoral_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0310","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0311","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0312","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0313","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0314","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0315","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0316","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0317","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-008","electoral_remedies","remedy","oversees","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0318","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0319","Mexico","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0320","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-008","electoral_remedies","remedy","investigates","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0321","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0322","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","high","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0323","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0324","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0325","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0326","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0327","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-008","electoral_remedies","remedy","mandates","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0328","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-008","electoral_remedies","remedy","investigates","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0329","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0330","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","high","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0331","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0332","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-008","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0333","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-008","electoral_remedies","remedy","oversees","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0334","Mexico","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0335","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-012","administrative_responsibility","enforcement","investigates","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0336","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0337","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0338","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-012","administrative_responsibility","enforcement","administers","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0339","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0340","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0341","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0342","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-012","administrative_responsibility","enforcement","investigates","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0343","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0344","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0345","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-012","administrative_responsibility","enforcement","regulates","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0346","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0347","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-012","administrative_responsibility","enforcement","reviews","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0348","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0349","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0350","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0351","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-012","administrative_responsibility","enforcement","reports_to","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0352","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-012","administrative_responsibility","enforcement","refers_to","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0353","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
